,Unnamed: 0,id,tweet,subtask_a
2406,2407,49843,@USER Skuffet af Taylor. Serena tog fejl. Brug ikke dit køn til at være respektløs. Serena skal undskylde vinderen &amp; ref,OFF
2407,2408,25625,@USER de er abso shite kvalitet tho,OFF
2408,2409,54626,"@USER Så dissapointing. Denne fyr er den største hykler i landet. Meget pinligt, at han er vores senator",OFF
2415,2416,89781,"@USER Det er interessant at se hykleriet med disse liberale, da det sidste år blev opdaget, at der var en &quot;Hush Fund&quot; til Kongres-seksuelle skandaler, mens han arbejdede for regeringen",OFF
2416,2417,10460,"@USER #LyingLiberals som sædvanligt. Placer en republikaner dernede og se, hvor hurtigt tingene forbedres. #HurricaneMaria trak sløret af for liberale, der holder mennesker i # Fattigdom, så de kan forblive ved magten og lover en lysere dag.",OFF
2418,2419,45236,"@USER Jeg tror ikke, at hun engang får dødstrusler. De konservative ruller ikke sådan. Plus hendes &amp; hendes advokats bankroll er Soros",OFF
2419,2420,43835,@USER Dam hvide slaveejere,OFF
2420,2421,31912,@USER Hvem vil misbruge det mest: liberale eller RINOS?,OFF
2427,2428,88186,@USER Omfg ... 😂,OFF
2428,2429,13629,"@USER har lige set din alger kommerciel beskyldning @USER, der er temmelig rig i betragtning af at du er Gov og har gjort nul zip og nu vil du være senator for FL.",OFF
2431,2432,37896,@USER stum røv. bære hjelm næste spil,OFF
2433,2434,26623,"Forestil dig den tyranni, vi ville bo under, hvis disse venstreorienterede forsøgere førte krig mod os, og vores behørigt valgte præsident og den amerikanske republik selv fik tyrannisk kontrol over den amerikanske højesteret, som neokonens #NeverTrump-besætning forsøgte at levere dem? #MAGA 🇺🇸",OFF
2434,2435,20777,@USER Lol shit Jeg har lige sagt dette på din anden tweet 😂😂,OFF
2436,2437,40350,"@USER @USER Hvilket forbud mod fantasy-pistoler, du vælter i dit sind, ville forhindre? Pistolkontrol er ondt stavet URL",OFF
2437,2438,80969,"@USER HAHA! Du prøver så hårdt at være nedlatende, men jeg er sikker på, at du og uvejr kan forholde dig! Men du har ret i, hvor trist Trump virkelig er. Den gamle mand ejer bogstaveligt talt firmaet Viagra. Vittigheder med dit barn. URL",OFF
2438,2439,14116,"@USER Gennemsigtigheden i deres handlinger fremmer myten om, at alle kvinder er ofre. Nogle er virkelig, men disse skøre liberale ville ikke vide en, hvis de så en. I sidste ende vil deres hubris skade de rigtige kvinder, der virkelig har brug for hjælp.",OFF
2446,2447,17439,"@USER @USER Hvad bidrager Juan med Fox? Vi ved alle, hvilken side af hegnet han spiller på. Meget ved hvad han går 2 siger. At lytte til ham 2 er som at se maling tørre. Jeg har bedre thgs 2 do😠🤢",OFF
2448,2449,26365,@USER Shortys far lærte ham at undersøge om Pussygrabbing Sexual overfald #trump familietid. #maga-piger skal være tavse. URL,OFF
2450,2451,10794,@USER Åh fuck yeah,OFF
2451,2452,22986,@USER Hvilken tom sjæl har du.,OFF
2453,2454,29730,"@USER @USER Ingen bekymrer sig om betalte demonstranter, Capitol-politiet har brug for at få fat i dem, og lås dem",OFF
2462,2463,94744,@USER Hvad den jordiske fuck er RACKET misbrug ?????? En falsk røv. Har du nogensinde lagt donuts ned og set en herrematch ??????,OFF
2473,2474,59858,"@USER Det er en masse skyld for Tucker at påtage sig sig selv. Han er bestemt ikke den eneste, der har skyld?",OFF
2474,2475,48017,"@USER @USER Ja mødre, nu er det, hvad den forringede venstre får dig til at gøre med dine små drenge! Skal vi virkelig lade dette ske? Ren ondskab! #VoteDemsOut #MAGA # 2020 # Bekræft JudgeKavanaugh @USER URL",OFF
2475,2476,76860,@USER Den eller hun er en frygtelig god transvestit,OFF
2477,2478,22784,"@USER @USER Hr. Nu til Rusland .... Putin er knust og lidt skør ... Den lette 1,7 billioner BNP kan forårsage desperate handlinger fra hans døende regime. Denuclearization i bytte for olie patch tech. Det er alt, hvad de har .. Sir..MAGA",OFF
2479,2480,17283,"@USER Seriøst ?! Tror du virkelig på din egen crap? Hvorfor går du ikke bare videre, hvis hun er så stødende. Denne grimme side til dig er meget ubegrundet😞",OFF
2480,2481,46874,"@USER Hun planlagde aldrig at vidne. Det hele var en handling - en, der faldt fladt meget hurtigt. Venstre vil aldrig lære. Vi kender deres taktik. Vi kan præcist forudsige deres handlinger og svar. Vi ved også, hvordan man tænker og gør research. Derfor hader vi os. De kan ikke kontrollere os.",OFF
2482,2483,17595,@USER Åh herregud. De er så skide søde.,OFF
2487,2488,30478,"@USER Jeg elsker dig men giver ham ikke en undskyldning .. han er ikke psykisk syg, han er en farlig idiot !!!!",OFF
2496,2497,14077,"@USER @USER @USER Du røvhul går begge i fængsel. Hvad skete der med $ 94 millioner, der blev betalt til din virksomhed? Mueller ved det.",OFF
2499,2500,54841,"@USER Jeg vil hente dig, fuck en Uber",OFF
2503,2504,90305,"@USER Nå, da dine streams altid har porno i titlen, jeg vil elske porno",OFF
2506,2507,79483,"@USER kan du pls slippe af med holly, han er så uuddannet af sport. Hvem du har sportsudbydere, der har været i sporten og er professionelle i deres præsentation, han ligner en vittighed",OFF
2508,2509,38911,"@USER @USER En stemme fra frontlinjen til vold i hjemmet, som pistollobbyen ikke kan drukne ud. #cdnpoli URL",OFF
2512,2513,25801,"@USER Du er klar over, hvor latterligt radikalt alle disse tweets lyder rigtigt. Hvem prøver du på at mobilisere antifa?",OFF
2516,2517,50948,@USER Frimærke vi gjorde dette lort hele tiden,OFF
2522,2523,94521,"@USER @USER @USER Han betalte ikke penge for sine konti og ting. Så han er nu en fremmed. Og alt det er på grund af hans besættelse for Sonic. Jeg håber, at han dør der.",OFF
2523,2524,64652,"29. @USER lyttet til de liberale; Demokrater og deres bed-Buddies i MSM KONTROLLERER Gennemsigtighed &quot;Fra @USER, ja, du er ved at få et stort scoop af&quot; gennemsigtighed &quot;fra ham. Som jeg sagde i starten af denne tråd: Vær forsigtig, hvad du ønsker. ~ Slut URL",OFF
2524,2525,32148,@USER Hvis du vil #MAGA: 1. Stop tyveri af intellektuel ejendom fra Kina. 2. Drej væk fra Kina og giv forretning til andre lande i Asien. 3. Bed amerikansk virksomhed om at flytte til andre lande 4. Skat gensidigt 5. Få Xi til at se svag ud! Nedrivning Sydkinesiske Hav. Xi er en skørhed! @BRUGER,OFF
2525,2526,87399,@USER @USER @USER @USER @USER @USER @USER @USER Omg .... han er sex på benene,OFF
2527,2528,97847,@USER MEANWHILE ... Største økonomi nogensinde. Flere job for sorte og latinamerikanere i historien. 401K sparker røv. MS13 og ULIGGIVELSE Deporteres dagligt. NK er tilbage til tabellen for afskedigelse. Trump tømmer korruptionen fra DOJ og FBI. #OUTFRICKINGSTANDING! # MAGA2020 URL,OFF
2529,2530,31562,"@USER @USER @USER @USER @USER @USER @USER @USER Vi venter på en røv Florence for at gøre, hvad hun vil gøre. Ack",OFF
2530,2531,10181,"@USER Hvornår går dette lave IQ-stykke menneskeligt affald væk. Ingen er interesseret i, hvad dette wack job har at sige, hvorfor er hun konstant i vores ansigter. Hvis hun mener, at Mr. Trump har handlet foragteligt, hvad kalder hun så at ske på live-tv og bede folk om at angribe konservative?",OFF
2531,2532,18355,"@USER @USER Enhver, der støtter pistolkontrol, er en racist. Ligesom Shannon Twatts",OFF
2534,2535,15836,@USER @USER Dolt. Du er blevet en anden søm for Hammer Trump.,OFF
2539,2540,52805,@USER 🏴‍☠️ Denne deplorable &quot;fra&quot; Dregs of Society &quot;siger #PUBLIC_EXECUTIONS VIL GØRE KRIMINALER Tænk HARDER OM AT VÆRE POLITIKERE‼ ️ #MAGA # WWG1WGA #QAnon #DrainTheSwamp #DrainTheDeepState&quot;,OFF
2545,2546,40752,"@USER @USER Du sagde lige de samme ting, som alle liberale siger. Præsident Trump deporterer ikke indvandrere. Han prøver at deportere folk, der snigede sig ind i dette land og ikke følger reglerne for at komme ind. Hvis du kommer på den måde, er du en kriminel. Sluk for CNN og prøv et andet synspunkt.",OFF
2546,2547,30598,"@USER Gå og køb en Antifa-shirt fra wal mart, du lumpenprole",OFF
2547,2548,30846,@USER Så babyer er ikke fremtidige mænd? Jeg formoder at rive deres lemmer af og sutte deres døde kroppe ud og sætte dem i papirkurven. Det er sorta ting?,OFF
2548,2549,35533,"@USER Obama vil prædike om kanonkontrol i USA, men derefter bevæbne narkotikakartellerne i Mexico og gå ind for åbne grænser. Et stykke lort er mere værd end Obama.",OFF
2557,2558,82617,"@USER @USER Jeg har masser af konservative, jeg arbejder med, som ikke er bange for at dele deres racisme og had for demokrater. Det er syg",OFF
2558,2559,84905,@USER * som fuck. Ikke røv fuck. Selvom de konservative knepper os alle sammen lige nu.,OFF
2559,2560,90802,"@USER @USER Efter at have set indholdet i indlægget @USER er jeg for en tilfreds med den lovgivning, vi har med hensyn til pistolkontrol. På den anden side skal lovgivningen forbedres for at støtte mentalhjælp til denne person. Han skal sektioneres.",OFF
2560,2561,38330,"@USER @USER De lukker sandsynligvis @USER-webstedet på grund af dødstruslerne. Hvis hun stemmer ja, får hun sandsynligvis masser af støtte fra #MAGA-vælgere.",OFF
2562,2563,39356,"@USER @USER @USER Hvis ja, hvorfor fortsætter demokraterne med at sige, at han er en voldtægter? Hvorfor siger du demokrater, at republikanere tillader en voldtægt at være præsident? Han er ikke uskadd.",OFF
2565,2566,34447,"@USER Hvide liberale som dig og din farvede fortid er let værre end bigots. Du er intet andet end en feig og offer-hood-mand, der vil holde min slags fattig via velfærds- og identitetspolitik. Gudskelov flere mennesker ser dit onde for hvad det er",OFF
2566,2567,11810,"@USER @USER Max er chef. De konservative burde ikke have lavet en så svag gys som deres leder, dette ville ikke have sket. Scheer forsøger at imødekomme venstresidens crazies. Han burde være alle i ytringsfriheden, men han fejer det. Han tager de samme positioner som Trudeau på NAFTA",OFF
2571,2572,63591,@USER Han er en dum røv!,OFF
2573,2574,51085,"-Vil du bare miste over halvdelen af dine fans ved at blive involveret i politik !! Ventilator ikke mere !! Jeg kan ikke tro, at du støtter åbne grænser og pistolkontrol !! Du har røget for meget dope! Jeg gætte, det er det, du og Beta har til fælles! URL",OFF
2574,2575,19545,"@USER @USER Dobbeltlån? lol Du mener, at NINJA-lånene til subprime-låntagere, som bankerne Tvinges til at yde af demokrater og liberale, med henvisning til, at IKKE at give dem var racistiske og diskriminerende, bare fordi folk ikke har et job. CMO&#39;er var et derivat af THE SUBPRIME PROBLEM",OFF
2575,2576,44578,"@USER UK Ikke-meddelelser er den eneste konsistente og overkommelige politik under Arbejder eller Konservative i årtier. Designet til lydbite. Ingen umiddelbar ressource krævet. Aldrig sandsynligvis nogensinde at blive implementeret. Dens propoganda, men desværre har den den ønskede effekt.",OFF
2577,2578,76433,"@USER Dette er bare mere af standard Trudeau ”Liberale” følelsesmæssige manipulation af canadiere. De synes, at canadiere er dumme.",OFF
2581,2582,19165,"@USER AARON RODGERS VIL ALDRIG VINNE EN RING RESTEN AF HANS SADE RUVEKARE! Jeg håber, at hans almindelige sæsonheltikere forårsager, at alt han er godt til! HAV EN GOD DAG!",OFF
2587,2588,34301,"@USER @USER @USER @USER @USER Jeg er enig. Disse antifa nødjobs skal arresteres, før de begynder problemer igen",OFF
2588,2589,43151,"@USER @USER Forberedt? Alt, hvad hun har at sige, er, at jeg ikke kan huske &quot;hele tiden, og liberale vil tro hende BS.&quot;",OFF
2596,2597,48606,"@USER @USER for din encore siger, at alle andre vestlige lande, der er alt andet end eliminerede masseskydninger gennem effektiv pistolkontrol, lyver også ... det ville være passende",OFF
2597,2598,79313,@USER Anarchist Nefarious Treason Invader Free America = ANTIFA.,OFF
2609,2610,81457,@USER @USER @USER @USER Spar den absolutte lort ud af bilen.,OFF
2614,2615,37773,"@USER @USER Obama har ikke gjort noget med at løse problemet, mens han var på kontor? Nu skal jeg fortælle historier. Trump har været i stand til at gendanne håbet om pistolkontrol",OFF
2617,2618,46954,"@USER @USER @USER Selv Chris Evert sagde, at folk normalt kloger op og stopper efter den første advarsel eller deres anden advarsel. Serena fortsatte. Det stinker, det endte som det gjorde, men hvis du fortsætter med at diskutere og fremsætte kommentarer efter en anden advarsel, hvad forventede hun så?",OFF
2621,2622,34099,"// Rean&#39;s Arcane Gale er ødelagt. Hvis han vil være i stand til at bruge det fra bunden af i Sen IV (på grund af hans dæmonform), bliver det sejt at bruge det i enhver kamp!",OFF
2622,2623,11541,"@USER Og alt hvad de skal gøre er at sige en halvhjertet undskyldning, og det hele går væk. Men lad en konservativ sige noget tæt, og de er ødelagt for livet. Disse mentalt forringede liberale er totalt modbydelige rykker!",OFF
2626,2627,12422,"@USER @USER Hun kan ikke fortælle sin historie, mens jeg var min bil i regnen. Ja. Hun er en hore, hendes liv er netop det. Fuck folk for penge. Dette er ingen undtagelser",OFF
2629,2630,56760,"@USER Politisk hitjob. Hvilken klap i ansigtet for alle de kvinder, der virkelig blev misbrugt. I liberale ved, at dette er et hit. Din leder @USER fortalte dig at lyve og gøre hvad du skal gøre for at genvinde magten. Patetisk",OFF
2639,2640,61023,"@USER @USER Måske overveje dette i stedet Theresa May er ikke rigtigt navn. Hun er Annette Johnson et Middelhav, og de konservative er nu en terrororg. Sod-brikker 🙉😇⭐️🌈⭐️ URL",OFF
2640,2641,53665,"@USER @USER @USER Siger manden, der står imod fornuftig pistolkontrol. #hykler",OFF
2642,2643,31493,"@USER @USER @USER @USER Han går på folk der elsker David Gilmour, men som synes Roger Waters er lidt af en pik ... Det er klart.",OFF
2643,2644,40399,@USER @USER Det er latterligt at forkynde for sig selv?,OFF
2644,2645,47171,"@USER Det er rodet. #WalkAway Kongressekvinde M. Waters har NUL kontrol over sin dæmon inden i. Det er hvad der sker, når hun og andre dumme a_ _ grådige mennesker forsætligt indsender deres sjæle til Djævelen. Satan blev besejret igen i 2016. @USER #AmericaFirst #MAGA @USER",OFF
2645,2646,58552,@USER dette er fanden morsomt,OFF
2646,2647,47033,@USER Du er sådan en skide pu $$ og lille hakefri Donny.,OFF
2648,2649,20136,"@USER @USER @USER @USER @USER Ummm theres video af det, og coach indrømmede bogstaveligt talt det lmao. Måske læse, før du har stærke shitty meninger",OFF
2654,2655,73710,"@USER @USER opfordrer VIOLENCE via Twitter til konti, der understøtter POTUS. Han har lavet lister for at få os målrettet af ANTIFA ... osv.",OFF
2656,2657,47238,@USER @USER @USER @USER @USER Det var skidt hurtigt hellig lort lol,OFF
2658,2659,86920,@USER Holy shit. Du skal ikke drikke mælk efter at have spist det. Ellers ... 🤢,OFF
2660,2661,22715,@USER @USER @USER @USER Elskede at hader MR i Bobby Brown-show. Den fyr skød virkelig de børn tilbage i dagen. Lad ham venligst gennemgå alle HWs drama. Han er min favorit og derefter Jerry. Måske skulle de have et show Andy?,OFF
2661,2662,76555,"@USER du må aldrig tale med mig, hold kæft [",OFF
2662,2663,52554,"@USER Bullshit! Mine døtre og jeg så tenniskampen, og sarrena fik, hvad hun fortjente. Vi er store Williams-fans. Ingen er over spillet.",OFF
2666,2667,47883,@USER @USER Er det vulgære Antifa-kryb forsøger at ligne en kvinde..eller er det bare at han ikke kan hjælpe det?,OFF
2669,2670,85014,@USER Aww ... han er et så travlt monster.,OFF
2676,2677,19311,"#UnsealTheDeals fra #Congress Sexual Assault #SlushFunds NU pls @USER 🙏 #MAGA bc #WePeople VIL vide! # Hykleri af #DoubleStandardDEMs SICKENING! 👈 #DeclassifyFISA 👈 # DeclassifyRelease302s Unredacted 👈 &amp; #DeclassifyPOWsDocuments, mens du er på det. 👍 #DarkToLIGHT URL",OFF
2677,2678,99844,"@USER @USER Så at pege på dommeren og kalde ham tyv berater og går meget hurtigt hen imod en embedsmand og kalder dem for ærefrygt er det ikke? Jeg tror, det er klart, hvem der har brug for hjælp. Du er måske en mand?",OFF
2678,2679,84816,@USER tak Joe !!! min fornuft blev forladt for en lang tid siden hahaha,OFF
2682,2683,55174,"@USER # Foolish Hvorfor fordi nogle # mænd gør hvad de kan for at sabotere ham og @USER? Venstre agerer fuldstændig umoralsk og har ingen respekt for de millioner af lovlige vælgere, der stemte for @USER #LetsGovern",OFF
2684,2685,16201,@USER @USER Hvordan gør det ham alligevel den bedste i landet? Der var ikke noget særligt ved kastet. Hvordan får det mig til at skade ondt?,OFF
2687,2688,66764,@USER nar,OFF
2688,2689,77710,@USER @USER Bestemt ikke så mærkelig som hende. Det er sikkert. Hun er professor ved et alt-venstre universitet. Alle disse mennesker er ujævn. #trump #maga,OFF
2689,2690,26961,"@USER @USER - det er helt åbenlyst, at morerne ved Stjernen er helt uvidende om, at Canada allerede har ekstremt stramme pistolkontrollove - som forresten kriminelle aldrig har og aldrig vil holde sig til ”- Du skal være en meget speciel slags dumme at være tro på det ved at forbyde &quot;",OFF
2692,2693,14997,"@USER Jeg er lige her for at se, hvilke liberale beslutter at politisere denne tragedie (på trods af at Cincy har stram pistolkontrol) ... 👀",OFF
2694,2695,20559,"@USER Sjovt, at selv kvinden, der bragte Roe vs. Wade til #SCOTUS, beklagede det senere. Det var en ting at have en medicinsk nødsituation, der krævede en abort (skønt sjælden) og en anden til at have liberale, der fejrede at dræbe deres ufødte børn og foregive, at det var sundhedsvæsen.",OFF
2697,2698,63914,@USER Hun er uegnet til kontor. Mentalt forringet .. ustabil ..,OFF
2701,2702,61110,@USER Hendes hjerne er stadig et sted tabt i The Matrix ... Så igen er Venstre bare almindelig vildfarne uanset hvad. 👊 URL,OFF
2704,2705,70775,"@USER @USER Der er hjælp til din mentale sygdom. God sorg, du liberale forstyrres alvorligt.",OFF
2707,2708,64673,"... det burde ikke være overraskende, at de konservative i stigende grad ønsker at fjerne den ultimative magt i liv og død væk fra regeringen. &quot;URL",OFF
2710,2711,24283,"@USER Umm fuck, ja det ville jeg",OFF
2711,2712,40489,"@USER Hun er en morder og hele din afdeling skal skamme sig over denne dækning. SKAM PÅ DALLAS PD! DET ER IKKE INGENTET ELLER ANSVARLIG OM HVORDAN DIN AFDELING HANTERER DENNE SITUATION. DU hjælper en kriminel og viser, at du ikke plejer om borgere i DALLAS",OFF
2712,2713,72705,7 hospitalspersonale blev skudt i Wisconsin med en 20-gauge Winchester pumpe-shotgun. Den nationale tilsynsmyndighed beskylder lovgivningen om pistolkontrol.,OFF
2715,2716,41163,"@USER Det er en skam, at du er så forbandet uattraktiv ...",OFF
2718,2719,52719,"@USER @USER Det er alligevel ikke sikkert, fordi han er en løgner! Du kan ALDRIG komme til bunden af en løgner!",OFF
2721,2722,47088,@USER Beto eller hvem der flytter og støtter immigranter til dit hjem,OFF
2722,2723,57096,@USER @USER Rotten karakter eller hvad vi kalder spansk mal karakter,OFF
2727,2728,26387,"3) Konservative synes det, fordi NeoCon-infiltrationen, der med succes ødelagde og næsten ødelagde konservatisme, har hjernevasket dem i årtier for at acceptere noget med frihandelsmærket som godt - og noget med &quot;protektionist&quot; knyttet til det som dårligt. &quot;",OFF
2729,2730,82685,@USER #cnn vil falde i flammer med resten af de liberale. De er alt for uklare til at ændre sig.,OFF
2732,2733,13723,"@USER @USER @USER @USER Der er ingen rettidige svar i rap-oksekød LMAOOOOOO Nas tog TRE MÅNEDER for at svare på Jay, og han fyldte ham. Em det tager altid en måned eller mere. Hvor fik du denne rettidige respons lort?",OFF
2735,2736,21647,"@USER @USER WTF @USER &amp; @USER alvorligt ... hvilken måde af bigotede platforme kører du, der markerer en formaning for børn, sort eller andet, til at blive i skolen &quot;? #JackDorseyIsAbigot #MAGA #KAG&quot;",OFF
2736,2737,14848,"@USER Hvorfor forlader han ikke landet, hvis han er så utilfreds med Amerika",OFF
2737,2738,25259,". @ USER vandt denne runde. Yucker afbryder ALLTID sine gæster, og det virkede ikke denne gang. Han er så uhøflig. #MichaelAvenatti URL",OFF
2741,2742,63892,"@USER @USER hvordan fanden lægger ravn med derrick og dan og dr. vil sige, at hun er en mastermind, da hun ikke gjorde noget lort, hvor hun var syg og at være irriterende og kedelig. tag ravnen ud og læg tyler i. Han spiller et fantastisk spil, selv den store spiller, der vandt, sagde, at han er god",OFF
2751,2752,95357,"@USER Jeg er overrasket over, at han ikke skyder sine studerende, bare bevise, at pistolkontrol er vigtig. Jeg er glad for, at jeg ikke sender børn på college. Hvilket spild af penge at gøre dem til græskarhoveder.",OFF
2753,2754,25720,Mere som #Putin hver dag. #MAGA URL,OFF
2755,2756,90396,@USER Hvorfor skal enhver seksualitet være et problem for børn i denne alder? Venstre er latterligt,OFF
2757,2758,24498,@USER Fuck ja du er !!!!,OFF
2760,2761,37694,"@USER Jeg hader en mand, der synes, at hans irrelevante mening betyder noget &quot;røvhul-URL",OFF
2762,2763,54005,@USER Ser ud som vittighederne om liberale igen. #FortTrump #Poland #BoomingEconomy URL,OFF
2765,2766,26889,@USER du er ikke velkommen,OFF
2767,2768,68320,@USER @USER John Kerry er en sump rotte intet mere intet mindre CNN vi alle ved er klovnyhedens netværk,OFF
2772,2773,27044,"Helt ærligt ved vi alle, at han er dum, men hvad der faktisk er overraskende, er, hvordan stumme og let overtalede befolkningen i vores land er .. Han vil sige lort sådan, og enhver hvid rødnæk skrig “YEAH MAGA BABY” URL",OFF
2776,2777,31857,"@USER IM MEGET KÆRLIG OG SKITT, SÅDAN JEG ER",OFF
2787,2788,42879,@USER Monte ... hvem fuckin kender på dette tidspunkt,OFF
2788,2789,82106,@USER Shitttt. Jeg gør og gør det.,OFF
2789,2790,87207,"@USER Må give ham æren, hvor det skyldes, at han måske ikke er en murer, men han er derude og konkurrerer sin røv ud",OFF
2792,2793,87143,@USER Californien? Hvordan? Lovgivning om pistolkontrol burde forhindret dette,OFF
2794,2795,12324,@USER 💀 Jeg slår de røv også for at lade dem blive ramt,OFF
2795,2796,40821,@USER @USER Han er en bitter indlejret lade. URL,OFF
2799,2800,26844,@USER @USER Vil @USER eller @USER bede om en slags pistolkontrol eller igen gøre INGENTING? De ser ud til at være rigtig gode til at gøre INGENTING!,OFF
2800,2801,56180,"Chanser @USER fik @USERs Mario Cart-penis forvirret med et af de få tusinde, hun har haft siden da. Kan du huske, hvordan en bestemt skive pizza 🍕 du for 15 år siden ser ud? Opgaver som gamle hukommelsesbaserede beskyldninger # Bekræft KavanaughNu # MAGA",OFF
2802,2803,85444,"@USER Så det er sådan, Antifa endelig dør? Ved at begå selvmord? Pæn.",OFF
2807,2808,59875,@USER Du er en af masterminden for et stort syndikat på BOC. Vi vil ikke glemme det. Du går i fængsel! 😡 #FakeDrugWar,OFF
2808,2809,27510,@USER Han er en idiot og heller ikke meget smart.,OFF
2810,2811,81446,@USER @USER @USER Holy shit få en advokat falske reklame kolon i ikke en fodboldspiller han er et vag hoved,OFF
2811,2812,27391,@USER @USER Hunnid Stax min lort,OFF
2813,2814,51379,@USER @USER Awww 😥😥😥 CUPCAKES SUCK IT UP. Hun tabte😡😡😡😡 FÅ OVER DET 😡😡😡,OFF
2815,2816,41929,@USER Hun er en stor komiker. Hvor du er en stor .... intet.,OFF
2818,2819,80432,"@USER Præsident Trump holder sine løfter, men dette er den egentlige grund til, at han er hadet. URL",OFF
2823,2824,39627,"20. september kl. 2:18 EST, forvent en sms-besked fra trumf. Hvis det ikke siger nogen sammenhæng, &quot;vil jeg sagsøge nogen. # Modstå # MAGA&quot;",OFF
2825,2826,68677,@USER Jeg kan sige dig sutte men sikker,OFF
2830,2831,90543,@USER Han er en syg fyr,OFF
2836,2837,60566,@USER @USER # Privilege Lane🤔 #MAGA Blvd🤔 God Ole Days Avenue🤔,OFF
2839,2840,27150,"@USER @USER Vi er blevet kneppet af bama to gange siden vi kom her, så vi er næsten tru fans",OFF
2840,2841,85931,"@USER @USER Tæve, jeg vil vide det",OFF
2841,2842,41247,@USER @USER Men du kommer stadig til fængsel tho #Fredo URL,OFF
2846,2847,11362,"@USER Det er ikke så meget, at liberale er uvidende. Det er bare det, at de ved så mange ting, der ikke er det. ” - Ronald Reagan URL",OFF
2850,2851,11438,".Hvis hadetale &quot;var imod loven, ville alle Main Stream Media skulle låses fast, fordi de gør det dagligt, og det samme gør demokrater, liberale, progressive. Se på&quot; marcherne &quot;og deres tegn og deres&quot; taler &quot; , selve definitionen af hadudtalelse. URL",OFF
2856,2857,27669,"Det er det republikanske partis enighed om, at seksuelt overfald af en 15-årig pige ikke bør diskvalificere en dommer fra at sidde ved den højeste domstol i landet og træffe beslutninger om liv eller død om kvinders sundhed. #MAGA",OFF
2857,2858,58670,@USER Du er så dope mand,OFF
2859,2860,49942,"@USER Er det en underlig invitation til en skattejagt, hvor målet er at finde hans gamle “dødenavn”? Er det fordi han føler behov for at bevise, at han er trans? Eller fordi ppl ikke var interesseret i det nok? Uanset hvad jeg ikke vil være med 😒",OFF
2860,2861,34378,@USER @USER MEGUMI IM SORRY Jeg spurgte om at se dine bryster,OFF
2862,2863,97667,"@USER Dette (bekræftelse) er en færdig handel. Han sagde, at hun sagde, og hun er en venstreorienteret Antifa ingen.",OFF
2863,2864,96501,@USER @USER @USER Jehova og Yahweh er mest umoralsk! Seriøst er han en stor løgn modsætning!,OFF
2864,2865,59400,@USER Fisse og røv er iffer forskellige gange. Og jeg har ALDRIG i mit sorte liv nogensinde spist chittlerings lol,OFF
2870,2871,76994,"@USER hvad med alle de flygtninge, der ødelægger landet (radikal islamisk) !! Vil du komme dem ud til deres lande? #cleaningcanada # canadaelection2019 #canada #Conservatives",OFF
2871,2872,83018,"@USER @USER Er ikke NRA den propaganda, der skubber virksomhedens lobbygruppe, der bekymrer sig om overskud og kun overskud? Ingen idé om, hvem resten af disse crackpots er. Den fyr ser ud som om han har en AR15 fast i ræven.",OFF
2874,2875,81851,"@USER @USER Fuck Steelers-bah på min mor, det er nogle racistiske shyt, de laver, vil ikke betale den fyr og kalde ham egoistisk for ikke ønsket at rapportere",OFF
2878,2879,71908,"@USER Kan vi alle holde op med at foregive, at den katolske kirke ikke er Satans sæde på jorden?",OFF
2879,2880,90181,"2) Jeg er helt rasende over mine kolleger, når de siger: Dette lyder troværdigt, &quot;eller&quot; Hvis det er sandt ... &quot;Har I fyre korttidshukommelse, der kun går 90 dage tilbage?&quot;",OFF
2881,2882,62822,@USER Hun er blandt venner ... IRA venner. En terrorist elsker en terrorist.,OFF
2882,2883,58864,"@USER Uhyggelig gammel pedo forsøger desperat at være relevant. Bare en gammel fyr fra den gamle verden, som Trump har knust.",OFF
2884,2885,85481,"@USER F.eks. ANTIFA, der holder positionen om, at politiet er racistisk eller bør dræbes. Generaliseringer som dem er det, jeg vil kalde at angribe retshåndhævelse. &quot;&quot; At angribe kræft i kroppen &quot;er ikke det samme som&quot; at angribe kroppen &quot;, selvom det er systemisk.&quot;",OFF
2886,2887,59032,@USER Husk stadig dette show ... suger mand 😞,OFF
2887,2888,43712,"@USER @USER IM DET JENTE, SOM SAGT “HVILKE FUCKET” - NAH, JEG ØNSKER, JEG HADDE PENGE TIL DET KONSERT, MEN DET VAR MIT REAKTION FOR LMAO",OFF
2888,2889,21967,"@USER Den grusomme væsen prøver at fremstille sig selv som en hård tæve på samme tid, som hun ved, at det ikke er, hvad samtalen om pistolstyring handler om. Papir tiger",OFF
2892,2893,42488,"@USER Jeg kan ikke engang lytte til nogen af disse idiotiske liberale. De synes alle at være en mursten, der mangler en belastning.",OFF
2896,2897,35558,@USER Fake News eller PROPAGANDA er fjendene i dette land,OFF
2898,2899,30972,@USER Fordi de er røvhuller,OFF
2899,2900,55816,"@USER @USER @USER @USER Jeg synes stadig, det er sjove, at folk som dig synes, at bogstaveligt talt ethvert svar på en kommentar er, at liberale bliver oprørt &quot;, og at det at være en liberal forstyrrelse er en slags præstation.&quot;",OFF
2900,2901,67777,@USER @USER @USER @USER @USER En kvinde i min by hanket til en røvhulskører som afbrød hende. Han fulgte hende hjem og slå hende med en kobbe.,OFF
2903,2904,20570,@USER Nu bare stemme ham ud. Han er en kendt racist.,OFF
